Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Cover_Type
2631,16,182,41,2184,181,217,1637,1
2636,29,408,95,577,170,170,2547,1
3369,17,256,84,1860,242,210,1761,0
3295,29,218,69,3543,142,189,3955,0
3113,6,362,28,1351,208,231,1260,0
1969,24,85,44,134,147,213,450,2
2930,8,595,171,2774,207,226,1203,1
2715,27,30,6,2126,254,205,726,1
3203,9,300,58,3780,195,233,1984,0
3089,25,95,27,3903,243,187,607,1
2930,8,376,26,3511,233,229,4555,1
3191,5,30,2,5873,208,241,1465,1
2596,8,190,57,1231,220,222,600,1
2915,24,277,4,2850,148,211,351,0
2955,20,277,97,5454,249,216,805,1
2738,18,150,45,1583,240,237,2389,1
2694,15,150,61,2306,245,225,2424,2
3107,11,162,26,1266,188,237,2848,1
3169,14,134,-13,1900,224,208,1655,0
2769,12,190,36,631,232,243,2356,1
2858,6,67,6,3142,205,232,3051,1
2995,15,360,0,4386,240,235,2329,1
3046,22,210,67,3059,250,207,1008,0
3013,12,0,0,1090,203,218,2340,0
2915,6,242,36,1967,229,231,1295,1
2758,3,175,95,2609,212,235,6727,0
2998,1,750,72,5470,219,236,6182,1
3234,6,175,36,797,212,246,1894,0
2814,9,150,0,1240,232,223,2594,1
3135,13,90,4,1664,205,252,2193,0
3172,8,218,30,3126,225,223,4272,0
3136,6,30,-5,3542,224,228,4895,0
3169,9,424,53,1988,230,223,3037,0
3003,15,234,73,2118,206,208,2279,0
2542,34,270,116,2037,156,247,216,2
3009,12,85,8,1706,239,222,1891,0
2909,25,417,-23,706,187,181,270,0
2762,11,283,21,920,230,218,1915,1
3421,9,371,26,2792,217,248,1913,0
3168,19,467,156,3346,242,201,1839,0
2805,15,150,54,541,239,237,2735,1
3260,14,150,37,3270,219,207,3129,1
2692,28,90,35,2001,237,231,2780,1
2950,19,361,128,470,243,202,576,0
3160,13,180,13,3103,224,212,912,0
2883,20,127,40,1702,199,193,2580,1
3009,14,272,53,4423,228,208,793,1
2291,8,268,28,892,201,232,769,2
3022,10,277,51,499,193,233,430,0
2964,11,30,5,2151,190,243,1131,0
2500,22,150,40,816,158,217,661,1
2973,4,120,28,1761,226,232,67,1
3394,10,600,110,1320,237,235,2790,0
3004,27,646,176,4428,241,229,1613,1
3396,7,768,231,1464,230,240,1136,0
3174,6,201,14,4924,204,236,2568,1
3085,14,180,33,379,231,244,664,1
2731,11,30,6,1191,191,229,1557,1
3024,17,552,-31,1006,245,228,1369,1
3294,3,90,-4,5699,224,239,648,0
3080,8,297,45,2197,219,222,1289,0
3366,11,553,95,1383,190,230,1112,6
2348,9,0,0,1329,199,229,537,5
2855,2,60,2,2792,222,237,2385,0
2101,26,150,73,277,253,207,600,2
3034,3,543,89,4298,224,233,1593,1
3259,12,150,36,4685,186,231,2701,0
3160,8,402,123,2106,199,242,990,1
3239,26,417,148,3849,229,239,618,1
2987,10,210,16,1722,214,250,1643,1
3307,16,730,104,2049,205,204,750,0
3260,11,872,-30,1616,200,221,2831,1
2878,7,60,2,1731,224,224,2512,0
3265,17,467,102,4140,171,230,2308,0
2619,12,124,-9,914,205,216,1839,1
2695,11,60,5,1801,230,244,3946,1
2743,32,95,74,1505,236,160,1065,1
2682,8,0,0,1860,233,227,1120,1
2602,21,108,46,1383,184,198,646,2
2798,9,258,27,1077,237,230,2571,1
3033,18,306,56,1638,220,250,3577,0
3036,18,330,-5,685,244,206,660,0
2573,8,451,103,787,199,237,797,1
3192,4,170,-2,2549,227,234,1006,0
2596,14,216,54,933,232,211,1216,1
2953,9,85,12,2133,194,236,511,0
2288,21,255,62,319,247,226,726,2
3089,4,379,46,485,210,233,726,0
2233,17,30,-3,424,180,215,1003,2
2248,31,95,37,1342,120,208,691,2
2828,22,234,61,2455,155,223,1249,1
2895,6,362,25,2241,206,233,2497,1
2916,12,330,61,661,224,213,1026,1
3048,22,85,19,3275,251,215,2352,0
3326,12,382,87,2971,202,216,2282,0
3142,11,30,-6,4027,227,216,3178,0
2736,7,30,-5,1657,231,231,1034,1
3077,6,408,33,3420,214,228,616,0
3176,9,0,0,5264,208,224,1036,0
3014,11,124,0,3391,200,222,5403,1
3064,9,404,56,5835,205,249,4403,1
3123,9,108,9,1253,205,248,1723,1
3360,17,492,139,3386,211,202,1943,6
2734,17,0,0,1645,235,204,725,1
3167,18,120,-8,1324,235,201,2370,1
2892,9,127,15,1610,231,222,1060,1
2362,12,108,31,212,240,222,691,2
3350,17,474,12,5076,186,210,3121,0
2740,13,85,1,1565,235,241,2377,4
3167,21,210,26,2461,185,254,957,1
3173,7,457,78,4964,225,226,2110,0
2589,12,351,65,840,224,214,430,1
3178,15,376,19,1953,227,247,1959,0
3262,19,30,11,1793,243,203,2845,0
2922,17,67,17,1507,243,233,1385,1
2782,21,67,9,1973,207,253,2544,1
3082,9,1300,284,3105,221,219,1183,1
2774,8,0,0,1784,200,234,2825,1
3370,11,361,15,1146,212,217,3810,0
3176,19,295,61,5184,231,198,2743,1
3083,3,466,50,390,217,232,1224,1
3323,16,591,44,4194,231,244,2154,6
2928,12,256,82,2105,204,252,1222,1
2742,9,95,16,1889,203,247,849,4
3144,17,150,29,3242,171,227,1549,1
3426,6,510,97,1273,223,227,3863,0
3187,2,201,15,5759,219,240,1998,1
3008,16,242,59,4256,235,207,2012,1
3100,6,67,-3,966,203,239,2603,0
3261,11,524,-23,1347,239,224,1998,0
2353,20,60,12,295,179,253,607,5
2919,13,270,13,5411,207,252,4861,1
3135,2,210,0,3881,222,236,1354,0
3131,8,417,-54,1158,204,229,1012,0
2536,14,30,-6,1301,243,223,1411,2
2974,8,474,53,1961,230,225,878,0
2580,27,342,-23,1405,174,253,977,2
3022,14,295,17,5793,190,251,1873,1
2915,16,170,24,726,218,202,1907,1
2738,8,330,107,890,232,225,977,1
3126,16,360,54,3511,240,209,4819,1
3234,15,600,27,1825,230,208,2577,0
2762,6,170,39,2505,231,237,6703,1
3091,3,297,15,2644,215,233,1813,1
3112,9,67,0,1167,213,221,2191,1
3232,22,256,75,4114,211,186,1983,0
2861,12,210,29,1095,226,246,1802,1
3159,7,90,4,2847,219,225,5462,0
3477,12,201,-25,1676,239,221,1679,6
3011,18,633,111,5749,167,239,4269,1
2593,5,270,0,721,223,229,5502,1
2873,10,175,64,2659,231,221,1816,1
3332,11,361,118,1618,195,225,2852,0
3111,9,323,-9,2282,194,236,2419,1
2230,18,30,5,525,246,228,1786,3
3154,8,323,18,2737,217,222,1434,0
2562,15,162,15,2175,219,250,1983,4
2497,27,319,51,2084,198,251,153,2
2871,5,268,45,2423,218,228,2694,1
2717,9,510,84,649,229,221,2732,1
3379,12,127,-2,4086,228,215,1262,0
3149,25,150,60,1048,253,206,1121,0
2698,29,180,93,1187,235,171,1207,1
2984,21,495,146,641,240,236,1947,1
3062,8,30,6,4781,205,228,912,0
2347,11,108,12,430,239,228,757,2
2442,33,120,52,458,127,238,443,2
3306,11,711,122,721,202,221,1138,0
3052,7,234,-16,2051,204,232,2060,1
2719,6,297,30,255,225,228,942,4
2953,12,319,105,2419,196,220,1926,0
2985,15,589,89,5729,191,251,5449,1
2390,18,127,30,1148,169,222,731,5
3073,8,67,-2,3198,198,240,2372,0
2765,12,30,4,1719,188,245,1480,0
3220,4,60,3,5910,214,232,1134,0
3053,15,418,-30,4874,235,209,1226,0
2780,14,162,18,1531,201,211,1371,1
2311,26,120,61,1050,146,201,892,5
3271,7,192,26,492,201,237,1159,1
2626,22,0,0,1358,226,188,2524,1
3185,7,402,58,5970,202,241,2736,1
3319,16,659,92,3827,210,253,2295,0
3475,13,404,35,5134,189,224,4261,6
2701,29,85,19,1506,152,248,1441,1
2827,11,150,40,3360,224,216,811,1
2760,8,481,80,1572,205,228,1895,2
2736,23,268,67,1926,234,240,2223,1
2878,6,474,173,1830,224,243,2075,4
3164,9,85,-7,4964,232,223,2270,0
3375,13,283,57,1806,189,246,1999,0
2491,14,108,47,1180,224,208,837,2
3282,22,295,87,2053,213,251,1366,0
3128,10,210,42,5250,195,232,417,0
3559,15,175,66,1597,208,206,1357,6
3019,15,457,172,5470,213,252,700,1
3083,2,514,84,5493,213,239,3506,0
2898,6,534,43,2835,230,233,2219,1
2709,8,350,27,1814,223,223,5958,1
2745,8,0,0,2322,235,232,1531,1
2978,9,433,-6,4508,222,221,2936,0
3028,6,120,-1,2945,223,227,1275,1
3364,21,212,10,2455,247,203,4300,0
1992,40,60,67,90,103,154,618,2
3330,31,150,57,2151,250,177,765,6
3205,5,67,0,3150,209,233,4884,0
3258,10,270,28,3735,222,219,1567,0
2689,26,0,0,2711,179,253,1063,1
2998,6,256,21,1449,204,233,1565,1
2670,12,42,10,1779,195,224,6781,1
3265,7,30,3,6132,217,225,351,0
2949,17,42,10,4528,194,207,3663,0
3163,10,124,21,3387,233,240,600,1
3068,19,67,1,2039,167,220,3313,0
2854,8,85,8,2661,231,241,2484,0
2913,7,247,0,3482,232,230,4421,1
3092,8,242,32,2401,216,222,2099,0
3050,7,400,26,4723,232,229,1142,0
2876,17,30,7,2598,189,253,2248,0
2799,32,240,-125,313,240,164,2040,4
3132,9,242,3,6577,235,231,2343,1
3000,5,551,-34,1601,221,243,1626,1
3067,19,190,37,2574,168,215,2893,0
1951,22,30,3,90,251,213,430,2
3156,20,365,80,1080,172,208,1727,1
2408,23,277,15,1080,149,229,95,5
2421,26,85,10,1618,234,177,366,2
3227,9,335,36,5807,229,243,3178,1
3128,14,684,199,5997,180,239,1381,1
2137,19,30,6,631,178,208,902,5
3190,24,277,70,4345,181,186,1583,0
3034,3,459,124,1802,212,240,2396,1
3168,3,430,-13,4013,223,234,3757,0
2485,34,258,78,1318,207,147,646,2
2433,16,120,46,840,175,234,1415,2
3397,11,228,-2,1867,238,235,3104,0
3400,7,671,167,1930,231,231,1772,6
2983,11,150,38,484,195,225,914,1
3402,12,607,63,1431,198,219,1463,6
3168,18,417,92,603,206,198,1718,1
3266,6,808,156,1638,210,245,2546,0
2952,12,331,80,3373,234,217,2312,1
2811,14,95,14,685,243,222,631,1
2797,14,150,18,1615,206,210,1421,1
2885,14,127,20,4723,241,234,180,1
2619,28,212,68,1626,174,172,1535,1
2878,11,466,65,3378,236,221,2848,1
3166,27,150,60,1356,253,195,2326,0
3031,17,90,6,2552,246,225,2040,1
2996,13,153,23,4710,239,235,3413,1
3247,13,300,43,1182,184,228,2526,1
2808,23,192,83,3249,169,199,1595,1
2957,5,67,4,1266,221,229,391,0
2381,16,390,237,1026,188,210,1226,2
3408,23,390,11,2131,250,201,3427,6
2883,8,150,47,4072,229,224,3030,1
3282,13,592,112,1124,208,212,2324,1
2839,12,108,27,2315,201,217,2191,0
3162,13,134,10,3170,211,211,850,0
3291,16,295,62,4790,178,224,2820,0
2949,8,655,43,5646,197,239,1894,1
3281,24,1120,264,1874,187,184,2190,0
3132,19,390,86,255,232,198,1382,1
3039,22,30,6,4629,203,186,1082,1
2193,28,192,110,764,145,190,983,5
3038,16,162,20,3458,239,210,272,0
2926,10,342,20,5744,198,247,2376,1
2962,15,466,64,5686,191,251,5747,1
2890,11,150,39,1351,229,217,2280,1
3230,17,480,92,677,246,222,2106,1
3057,25,30,7,5117,230,180,1689,0
2906,23,150,60,1964,179,254,1138,1
2832,12,474,62,3249,202,219,1333,1
3195,6,170,0,2589,228,239,972,0
1997,15,42,9,120,212,252,175,2
2930,20,400,147,2034,239,197,2219,0
2817,15,30,0,1008,212,206,1922,1
2662,18,162,21,1950,247,225,713,1
2985,5,182,4,1710,221,244,1419,1
3258,12,722,182,969,225,213,2112,1
2995,12,573,21,4066,205,215,4544,1
3302,13,108,11,1639,238,217,3276,1
3031,10,537,-2,6423,201,223,3756,1
3070,12,60,11,1731,189,228,335,1
2929,14,703,27,1128,205,211,725,1
2815,11,150,15,2136,228,245,2192,1
2968,8,201,29,1693,201,230,2564,1
2908,15,30,8,2049,220,250,2083,1
2864,24,361,18,1581,205,252,842,1
2748,7,376,10,966,219,224,1848,1
3385,28,750,-81,3529,174,253,2525,0
2895,6,331,47,1624,227,228,2720,0
3037,9,376,59,2287,216,221,2163,0
3139,11,256,10,6635,238,233,2305,1
2661,2,633,42,573,215,235,1756,1
3136,6,0,0,4887,213,229,2742,1
3164,11,342,34,2227,216,250,800,0
3091,9,85,5,4981,211,222,2259,0
2918,5,270,-18,3336,205,236,1343,1
3301,15,417,115,1421,193,211,2602,0
3003,2,285,18,1980,221,237,1142,1
2849,20,120,-12,175,184,201,1406,0
3172,11,0,0,1317,238,233,2483,0
3126,9,362,23,3401,235,233,4752,1
2700,29,242,89,1907,141,192,2491,5
3027,16,175,20,2977,241,211,2012,1
3229,14,390,91,721,242,231,2208,1
3183,9,361,92,649,233,225,693,0
3286,15,60,-7,1310,244,224,1318,0
3226,12,0,0,1626,214,213,648,0
2941,11,750,143,3144,212,217,816,1
2884,14,192,41,2214,242,231,760,1
2988,20,484,75,4597,210,193,3958,0
2688,3,0,0,1153,224,237,1699,0
3048,8,90,-8,3307,200,243,1224,0
2823,17,256,137,270,240,207,1567,1
2747,4,180,24,2394,222,230,6790,1
3243,9,424,59,301,214,248,1746,0
2916,9,212,46,4052,198,232,5863,1
3250,19,426,114,942,237,199,5285,0
3211,15,255,29,4081,244,226,859,0
3138,19,175,40,3795,246,229,2918,0
3001,8,395,27,1842,199,243,1260,0
2698,11,342,92,2362,238,227,902,2
3242,9,335,12,4511,225,245,870,1
3220,16,339,42,541,189,213,1231,1
2992,24,210,-33,735,172,191,1142,0
3120,16,330,45,4264,237,208,3376,0
3152,13,170,27,3331,194,219,1611,0
3136,6,0,0,1379,204,243,618,0
3252,10,240,68,3572,203,222,2620,0
3432,12,661,93,1543,200,218,1465,6
2781,12,390,51,2779,237,221,1878,1
2959,7,480,59,5626,229,241,4455,1
2777,19,270,-45,671,243,233,451,4
2769,4,242,15,2698,226,236,1892,1
3181,14,443,80,5867,182,243,2770,1
2995,15,180,13,6049,236,241,3596,1
2940,6,60,-4,592,231,234,1849,1
3198,27,242,74,2764,205,249,1022,0
3323,14,633,184,2440,184,225,182,0
3233,10,484,-29,2777,207,250,285,0
3238,14,420,178,1727,183,225,2106,1
2594,18,162,31,703,238,202,2232,1
3025,31,485,144,849,248,214,2592,0
2953,22,162,79,5516,241,194,1187,1
3277,14,212,-9,2687,241,219,2663,0
2567,23,417,108,2236,225,245,300,2
2704,10,30,-2,2431,238,228,1967,1
3212,28,335,143,4200,133,216,1033,1
2918,10,552,76,2738,223,218,1170,0
2524,4,0,0,1533,222,231,4468,1
3354,15,395,64,3463,239,211,1666,6
2378,17,42,7,402,171,237,886,2
3190,11,612,57,5645,230,218,1499,0
2830,5,150,7,2591,227,232,2525,1
2032,25,371,110,454,150,243,920,5
2794,6,90,12,1996,224,228,1965,4
3157,10,335,63,2313,230,243,899,1
3012,16,330,33,1744,230,245,1320,1
3125,16,240,-13,1964,245,229,2295,0
2946,16,67,11,1645,175,239,1362,1
3215,2,537,34,5797,221,234,2590,0
2492,19,108,21,847,176,209,726,5
2886,29,330,214,1261,249,181,834,4
3223,3,467,6,451,213,234,1511,1
3018,8,268,74,997,235,230,612,1
3149,20,90,-7,4068,249,211,3123,0
3095,13,228,-31,2418,204,252,497,1
3036,9,258,49,834,210,223,1811,1
2817,8,127,10,2357,197,238,2424,1
3175,20,569,118,3750,176,207,1717,0
2849,17,124,33,3369,227,202,2853,1
3131,10,270,13,2837,208,221,1054,0
2905,13,120,-6,703,237,216,685,0
2817,19,30,1,3226,240,201,1873,1
3243,7,671,126,4818,219,246,2669,0
2720,13,270,33,1826,207,214,3661,1
2331,17,212,80,270,213,200,845,1
3380,0,841,199,1222,218,238,787,0
2603,22,182,55,366,195,187,1329,5
3249,15,757,184,6241,185,249,1806,1
2996,26,175,73,2516,252,194,2249,0
3033,24,459,-21,664,249,195,1100,0
2711,14,30,-11,1026,239,215,1556,1
2606,11,247,45,277,238,226,1132,1
2755,12,182,42,2881,221,213,6424,1
2925,19,446,80,592,214,196,726,1
2793,18,67,17,2503,222,197,2813,1
3263,9,514,128,540,200,247,2502,1
3483,17,309,36,1412,173,244,1836,6
2827,6,108,23,3420,214,228,6375,1
3126,10,0,0,3010,218,219,5378,0
2776,19,300,10,1956,224,196,882,1
2834,12,0,0,391,206,215,242,1
2919,7,365,19,5472,207,246,4011,1
2778,4,457,35,2856,212,233,6613,0
3158,18,190,19,2430,174,219,426,0
2659,19,67,21,1383,240,237,6434,1
2227,35,175,107,1040,248,202,433,3
2991,15,212,63,2486,199,210,1852,0
2731,4,170,18,2197,226,231,1480,1
3281,15,576,86,1131,203,207,395,0
2937,23,616,7,488,252,210,725,0
2926,9,30,1,4013,234,225,5020,0
2814,23,42,7,2308,178,193,805,1
2945,16,765,311,1048,218,251,1657,1
2996,29,210,77,2388,245,175,2395,0
2774,9,201,15,1054,235,228,2461,1
3015,18,376,50,3378,181,211,1982,0
2985,6,870,99,1165,208,245,1983,1
2756,15,108,20,979,221,250,573,1
3094,11,162,0,2380,192,231,3009,0
2658,9,90,-2,1482,234,238,5424,1
2932,21,60,11,2451,157,229,2581,1
2939,9,108,20,3901,202,225,4850,1
3006,13,402,7,5133,219,250,2992,1
3061,5,67,2,3543,214,229,1613,1
3143,17,201,63,2933,242,210,1064,1
2931,29,175,12,1661,187,251,2399,1
2317,20,124,39,1130,160,224,1339,5
3096,6,170,29,1605,224,227,2086,1
2854,8,437,75,1299,215,224,2769,1
3191,3,242,28,2654,218,241,1006,1
3300,16,201,0,3515,197,254,1744,0
2903,11,108,0,4360,226,246,3976,0
3269,5,849,-21,1611,207,235,2896,1
3042,3,30,1,1015,225,236,1500,0
2805,8,30,5,2836,198,234,4456,1
3119,9,108,11,2160,235,225,2448,0
3354,24,469,151,4936,190,184,342,0
2949,12,268,18,2006,206,217,926,0
2769,9,60,4,3000,200,228,5418,1
2776,21,242,70,570,235,240,569,4
3133,9,636,108,2496,212,222,1353,0
2573,33,216,132,443,113,204,1034,1
3154,7,30,2,5510,211,227,2070,1
2982,16,95,18,600,178,224,1045,0
3088,8,108,13,4564,234,230,3082,0
3209,6,210,13,6097,214,246,1476,1
3021,12,808,125,5879,188,241,5490,0
3047,18,420,118,5919,167,227,1492,1
3068,16,376,101,979,234,206,858,0
2867,15,170,34,2821,242,233,2228,1
2004,31,60,21,201,208,156,631,2
2911,7,150,16,2100,206,246,711,1
2221,26,361,210,492,195,174,258,2
2903,7,30,3,3889,231,227,2584,1
2933,18,201,48,4381,176,216,391,1
2696,27,175,98,2250,158,186,2226,1
3067,11,0,0,1308,229,216,1231,1
3426,16,537,197,1015,186,213,1412,6
3186,8,124,0,1199,234,233,2516,0
3160,8,85,1,2039,227,223,2126,0
3127,4,170,25,4616,226,234,1784,0
3039,10,90,17,1978,209,220,1493,0
2994,24,175,74,2879,147,228,2112,1
2816,5,108,6,2293,209,233,2408,1
3107,14,60,-8,1825,242,231,2486,1
2563,21,85,25,1434,236,194,618,5
2995,9,488,76,5006,235,225,5395,1
3237,19,30,1,1922,219,194,4585,0
3207,26,430,136,3468,199,173,1725,0
3286,15,242,59,1627,213,205,2724,0
3101,15,240,-45,2016,214,252,3665,0
3156,15,150,13,4725,179,232,1146,0
2856,9,162,5,3112,235,226,4286,1
3122,13,85,20,1440,191,248,876,0
2851,20,451,154,916,191,197,882,1
3096,15,247,-16,3918,243,232,2794,1
3015,11,210,-12,937,236,238,1124,0
3108,14,90,10,2045,241,234,2221,0
3247,20,371,-34,1749,241,198,2630,0
2746,30,150,106,2317,125,213,2098,1
3193,24,569,96,5984,151,241,2559,1
3350,43,268,119,2389,239,134,577,6
3101,14,170,39,1630,241,217,2581,1
3189,5,216,11,5437,226,230,2850,1
3250,16,382,78,1816,236,240,1358,0
2959,8,270,83,2860,212,248,2377,1
3066,18,95,29,1006,235,201,1355,1
2761,12,0,0,3048,239,222,2293,1
2944,11,454,102,955,195,225,2067,1
2992,11,0,0,247,213,217,1345,1
2666,27,175,73,616,231,173,1753,1
2761,11,30,0,1830,221,216,1292,1
2372,19,342,147,551,240,200,1771,3
2613,4,342,61,1298,214,231,1403,1
2712,11,60,4,1448,231,242,2475,1
3224,4,42,3,4568,227,238,1932,0
2847,27,85,25,335,243,181,285,0
3171,14,983,-98,4245,212,252,1503,1
3195,12,108,22,1167,237,221,1559,0
2906,19,95,21,4417,233,196,3668,1
3109,9,210,13,1816,197,245,2671,0
3109,9,124,8,780,224,220,1866,0
3274,2,60,-4,1150,220,234,2334,0
2981,10,0,0,3784,222,219,1633,1
2604,18,120,33,1650,248,221,616,1
2994,8,351,74,1885,201,231,1323,0
3014,8,458,-6,1489,221,246,1477,1
2596,17,67,-9,2269,219,200,691,5
3112,12,60,11,2326,233,217,1798,0
3296,9,42,-2,2940,230,222,1871,6
2463,14,120,25,1110,183,226,256,5
3214,12,258,17,5322,211,214,1252,0
3210,13,30,2,3443,196,251,1441,1
2788,16,350,118,362,212,203,2536,1
2645,6,60,1,1621,231,236,134,1
2654,26,85,15,2525,211,173,932,1
3016,8,474,199,1976,230,224,2982,1
2949,12,201,30,4837,238,222,5743,1
2537,13,42,2,162,240,235,1779,1
2998,10,212,39,5581,219,248,2164,0
3296,11,240,28,3663,215,217,2142,0
3105,12,268,70,630,233,216,484,0
2609,4,153,-2,626,217,230,6137,4
2942,15,240,29,4783,238,210,2711,1
2672,19,277,137,2343,222,249,993,2
3226,6,400,51,420,202,238,1071,1
3001,14,390,90,2478,242,232,1786,1
2928,19,492,130,1718,165,228,1136,1
2998,12,644,102,5783,201,251,5418,1
2599,33,95,40,1892,177,249,362,2
3145,13,459,66,5244,242,225,1106,1
2945,11,90,26,4796,225,217,2490,0
2788,14,192,38,2312,192,218,612,1
3136,8,256,38,5137,225,222,3318,0
2881,20,277,91,2274,163,219,579,1
3171,7,331,36,342,224,244,2900,1
3245,9,67,2,3467,230,223,3669,6
2962,10,309,22,3480,238,229,1134,1
3244,10,120,10,3515,217,219,1889,0
3025,10,283,9,1101,236,225,2596,1
2077,32,127,32,212,219,155,492,5
2984,8,90,5,2700,217,222,1630,1
3289,14,485,49,3187,195,252,1154,1
3220,6,90,1,3020,230,232,2349,6
3078,13,90,17,4712,187,228,2358,0
1988,39,67,61,85,108,160,674,2
3252,2,450,109,4575,213,238,927,1
3257,7,295,30,4373,208,228,2340,6
2790,10,67,0,2222,237,224,1606,1
3118,17,295,23,5690,195,204,1167,0
2966,12,30,5,1445,202,217,1328,1
2990,11,108,0,3515,212,217,2122,0
2677,22,446,-10,474,206,253,864,1
3048,3,210,0,2694,221,232,750,1
3132,14,335,56,150,239,236,1690,1
2798,21,277,62,3047,251,212,1419,1
2419,19,60,-8,892,219,194,1215,5
3224,5,108,5,5932,216,229,1106,0
2447,10,216,91,573,207,220,666,5
3284,16,127,21,1355,189,212,1805,0
2758,5,0,0,636,229,233,2885,0
2796,18,0,0,2483,219,198,1704,1
2719,6,0,0,2549,220,244,1974,1
3238,12,30,1,3373,219,249,693,0
2728,10,30,0,2470,191,234,6470,1
2952,11,752,120,488,203,219,1360,1
2645,14,210,58,2155,195,216,1650,1
3149,10,258,36,3909,220,219,3226,0
3262,15,162,13,4737,223,249,2713,0
2932,8,319,52,3777,219,224,5326,1
3300,8,90,10,3196,215,224,1989,0
2468,17,180,-59,1237,246,228,1560,2
2862,18,524,91,1020,247,224,2620,1
2828,10,480,44,1812,233,223,1239,1
2895,22,120,27,1020,155,220,807,1
2773,17,467,144,2630,245,227,2040,2
2924,4,60,-3,779,218,231,2160,1
3191,10,612,98,2717,213,220,3719,0
2970,32,234,83,1816,199,245,2230,1
2816,10,127,20,1084,203,222,2793,1
2255,34,150,111,511,118,182,481,2
3160,14,361,95,4536,224,210,2389,1
2581,7,270,55,499,219,226,872,2
2977,7,242,45,1677,228,241,2480,1
3060,20,42,19,5078,227,192,1797,0
3328,11,270,53,2663,192,246,815,0
2215,26,270,78,1022,149,196,841,5
2922,6,418,19,4635,218,245,4648,1
2600,8,60,5,541,200,233,1410,1
3076,19,932,207,2631,200,199,1684,1
2846,21,360,95,661,161,218,2215,1
2902,23,85,28,2635,189,254,2248,1
3069,13,90,32,2333,185,244,531,1
2715,6,268,109,2576,224,243,1150,2
3339,11,190,46,1944,202,221,2032,0
3289,9,330,60,1159,223,246,1082,0
3034,16,630,43,5889,193,252,4997,1
2752,21,108,-45,108,203,191,376,0
3168,20,210,58,1600,178,252,2272,0
2552,22,67,7,2717,236,191,819,5
2709,5,212,26,1785,219,229,6242,1
2893,20,277,66,1048,243,199,323,4
3250,20,342,99,2639,166,217,323,0
3001,6,691,105,5852,207,245,5548,1
2952,26,234,89,960,142,238,1050,1
3226,5,150,-3,4642,208,235,698,0
2952,15,218,16,4285,244,225,5686,1
2993,11,309,48,3937,239,230,1866,1
3045,16,124,34,1860,179,223,1504,0
2981,11,67,-8,819,234,239,1443,1
2413,21,30,11,1294,185,194,768,5
2391,31,331,136,631,126,193,458,2
3083,12,150,24,743,230,215,1652,0
3178,8,532,36,2934,222,223,4797,0
3181,10,661,67,1899,203,222,2499,0
3181,19,150,-1,1813,223,195,4510,0
3156,8,488,87,4395,223,223,2128,1
2779,2,234,29,2033,220,239,2486,1
2917,22,85,31,5603,236,192,1148,1
3317,11,930,207,1231,191,229,2924,0
2266,26,60,28,785,253,200,481,2
2704,20,319,-14,2790,188,197,2442,1
2877,15,212,53,2396,211,208,2239,1
2742,27,182,73,1566,233,175,1365,1
3010,3,85,4,5126,211,238,2605,0
3323,32,210,94,3905,236,224,3115,0
2815,13,134,17,2092,202,252,2174,1
3261,13,849,145,2190,241,223,2468,0
2906,11,450,125,1290,212,251,1682,1
3303,9,365,80,4518,201,226,2188,0
3140,30,108,42,3891,218,162,1052,0
3274,11,67,12,4657,194,228,847,0
3358,4,480,47,765,214,232,1806,6
2617,16,446,47,2979,235,207,2894,0
2556,8,216,16,1138,230,226,4901,1
2912,20,150,27,4344,172,208,451,0
2968,12,85,4,570,186,233,1041,0
2966,16,67,16,365,174,231,703,1
2728,9,309,33,2248,221,247,1622,1
3003,18,750,157,1584,226,199,2806,1
3232,14,180,-12,1233,242,220,2717,0
3184,7,0,0,1793,205,231,1747,0
3231,5,134,17,4927,215,245,510,0
2710,17,190,36,216,233,204,2256,4
2716,13,42,8,1411,240,235,2496,1
2857,29,108,62,4760,132,199,4853,1
2903,22,150,72,5632,243,232,4495,1
3116,18,390,41,3542,235,202,4767,1
2871,9,67,9,3282,228,244,1999,1
2998,15,371,82,4756,218,206,3476,0
3364,10,446,123,3439,207,250,417,0
3168,20,366,21,1911,227,246,1999,0
3110,17,540,-64,1295,221,201,1024,0
3033,7,0,0,124,226,226,1087,1
2669,17,481,-19,750,242,210,1536,1
2995,13,390,66,1892,234,213,1736,1
2721,10,170,15,2042,208,220,3903,1
